flags,utterance,category,intent,intent_encoded,category_encoded
BLQ,need help lodging a reclamation against ur organization,FEEDBACK,complaint,7,4
B,I need to check how long refunds usually take,REFUND,check_refund_policy,6,9
B,help me check how long the delivery takes,DELIVERY,delivery_period,13,3
BILQ,what do i need to do to contact someone,CONTACT,contact_human_agent,9,2
B,help me switch user,ACCOUNT,switch_account,24,0
BIP,could I check what payment methods you accept?,PAYMENT,check_payment_methods,5,8
BLQ,wanna know about canceling my newsletter subscription,NEWSLETTER,newsletter_subscription,17,6
B,I want assistance to register,ACCOUNT,create_account,10,0
BIM,where can I get information about user account deletions?,ACCOUNT,delete_account,11,0
BM,assistance to check what delivery options I have,DELIVERY,delivery_options,12,3
BIL,is it possible to create another online account?,ACCOUNT,create_account,10,0
B,I want help with my registration,ACCOUNT,registration_problems,21,0
B,I have to change my last order,ORDER,change_order,1,7
BIM,how do I change several items of an order?,ORDER,change_order,1,7
B,I need assistance to leave a review for your company,FEEDBACK,review,22,4
BI,where do I get a refund of money?,REFUND,get_refund,16,9
BP,I would like to subscribe to your company newsletter,NEWSLETTER,newsletter_subscription,17,6
BI,can you help me check the status of my refund?,REFUND,track_refund,26,9
B,help me talking to an agent,CONTACT,contact_human_agent,9,2
B,I want help to cancel an order I have made,ORDER,cancel_order,0,7
B,why I can't set up a new shipping address valid,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BLQ,need assistance canceling the subscription to the newsletter,NEWSLETTER,newsletter_subscription,17,6
BL,give me information about my password retrieval,ACCOUNT,recover_password,20,0
BLQ,want assistance opening a new user account for my father,ACCOUNT,create_account,10,0
BIM,can you help me check the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee,3,1
BIQ,what do i need to do to create an account,ACCOUNT,create_account,10,0
B,I need help to leave a review,FEEDBACK,review,22,4
BL,I need assistance to speak with a live agent,CONTACT,contact_human_agent,9,2
BI,where to check your refund policy?,REFUND,check_refund_policy,6,9
B,I don't know what I have to do to check the invoice,INVOICE,check_invoice,4,5
BI,where to check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee,3,1
BI,how do I get my money back?,REFUND,get_refund,16,9
BELQ,I'm looking for information about modifying my address,SHIPPING_ADDRESS,change_shipping_address,2,10
BI,where to check what hours I can contact customer service?,CONTACT,contact_customer_service,8,2
B,assistance leaving a review for your services,FEEDBACK,review,22,4
BIP,where could I check what payment methods you accept?,PAYMENT,check_payment_methods,5,8
BILZ,where canI list your accepted payment options?,PAYMENT,check_payment_methods,5,8
B,I need information about the delivery period,DELIVERY,delivery_period,13,3
BMP,I would like to get the invoices from February,INVOICE,get_invoice,15,5
BIMP,where could I take a quick look at my invoices?,INVOICE,check_invoice,4,5
B,anybody available at customer service,CONTACT,contact_customer_service,8,2
BI,how to contact an agent?,CONTACT,contact_human_agent,9,2
B,help with our registration,ACCOUNT,registration_problems,21,0
BIP,will you give me information about delivery period?,DELIVERY,delivery_period,13,3
B,help checking if there is anything new on my refund,REFUND,track_refund,26,9
B,I want help to change the shipping address,SHIPPING_ADDRESS,change_shipping_address,2,10
BIP,could you help me check how long refunds take?,REFUND,check_refund_policy,6,9
BL,help me create a new user account for my father,ACCOUNT,create_account,10,0
BILQZ,can  i call customer assistance,CONTACT,contact_customer_service,8,2
B,I want help to solve an issue with payment,PAYMENT,payment_issue,18,8
BI,what do I need to do to get my money back?,REFUND,get_refund,16,9
BIP,could you tell me more about a password recovery?,ACCOUNT,recover_password,20,0
B,I don't know what to do to report a payment issue,PAYMENT,payment_issue,18,8
BIMP,could you help me remove several items?,ORDER,change_order,1,7
BM,I have to check if there is any updates on my refund,REFUND,track_refund,26,9
B,show me what hours I can contact customer service,CONTACT,contact_customer_service,8,2
BI,where do I get my money back?,REFUND,get_refund,16,9
BIP,where could I change my shipping address?,SHIPPING_ADDRESS,change_shipping_address,2,10
BM,I don't know how I can report issues with payments,PAYMENT,payment_issue,18,8
BCELQWZ,i cannot registre help reporting a damn signup issue,ACCOUNT,registration_problems,21,0
BM,I need to get refunds of money,REFUND,get_refund,16,9
BI,is it possible to check how long refunds usually take?,REFUND,check_refund_policy,6,9
BLQ,i have got to unsubscribe from the company newsletter,NEWSLETTER,newsletter_subscription,17,6
BELQ,i do not know how to talk to a live agent,CONTACT,contact_human_agent,9,2
BIP,could you help me change my order?,ORDER,change_order,1,7
BIP,could you tell me about the company newsletter subscription?,NEWSLETTER,newsletter_subscription,17,6
BIMP,where could I get the invoices?,INVOICE,get_invoice,15,5
B,anybody available in customer service,CONTACT,contact_customer_service,8,2
BI,can I cancel the subscription to your company newsletter?,NEWSLETTER,newsletter_subscription,17,6
BI,can you tell me more about a password recovery?,ACCOUNT,recover_password,20,0
BP,I would like to edit the information on my account,ACCOUNT,edit_account,14,0
B,show me my order ETA,ORDER,track_order,25,7
B,help me check what hours customer service available is,CONTACT,contact_customer_service,8,2
BLZ,I am trying to open  a new online account for my mom,ACCOUNT,create_account,10,0
BI,can you give me information about a shipping address change?,SHIPPING_ADDRESS,change_shipping_address,2,10
BIP,would you give me information about a user account deletion?,ACCOUNT,delete_account,11,0
B,I am trying to submit some feedback for your company,FEEDBACK,review,22,4
BIP,could you show me the delivery options?,DELIVERY,delivery_options,12,3
BL,assistance speaking with an agent,CONTACT,contact_human_agent,9,2
BM,I have problems with adding something,ORDER,change_order,1,7
BM,help to report registration issues,ACCOUNT,registration_problems,21,0
BELQ,i do not know what i need to do to speak to customer service,CONTACT,contact_customer_service,8,2
BLM,I am trying to notify of signup problems,ACCOUNT,registration_problems,21,0
BIM,is it possible to check what options for delivery you offer?,DELIVERY,delivery_options,12,3
B,I want to buy an item,ORDER,place_order,19,7
B,I want to get my invoice,INVOICE,get_invoice,15,5
B,I need to check my order ETA,ORDER,track_order,25,7
BIM,what do I have to do to find the invoices from 8 months ago?,INVOICE,check_invoice,4,5
BE,I cannot find the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,3,1
BIM,can you help me get the invoices from four months ago?,INVOICE,get_invoice,15,5
BI,how can I track my order?,ORDER,track_order,25,7
BM,assistance reporting issues with payment,PAYMENT,payment_issue,18,8
B,help me to check how soon can I expect the item,DELIVERY,delivery_period,13,3
BI,what is the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee,3,1
BM,I need assistance to check my invoices,INVOICE,check_invoice,4,5
B,I want assistance cancelling an order I have made,ORDER,cancel_order,0,7
B,assistance with changing an order,ORDER,change_order,1,7
BE,I am looking for information about a shipping address change,SHIPPING_ADDRESS,change_shipping_address,2,10
BL,help me creating a user account for my mum,ACCOUNT,create_account,10,0
BLQ,help me filing a consumer complaint against ur company,FEEDBACK,complaint,7,4
BLZ,find information about subscribing to your newslewtter,NEWSLETTER,newsletter_subscription,17,6
B,I need to get a refund,REFUND,get_refund,16,9
B,help to change the last order I made,ORDER,change_order,1,7
BM,I need help to find the invoices,INVOICE,check_invoice,4,5
B,I want assistance finding my invoice,INVOICE,check_invoice,4,5
B,I want help to submit some feedback for your company,FEEDBACK,review,22,4
BEL,I do not know how to talk to someone,CONTACT,contact_human_agent,9,2
BEM,I do not know what I have to do to check the invoices,INVOICE,check_invoice,4,5
BEP,I do not know how I could submit some feedback for a service,FEEDBACK,review,22,4
BE,I do not know how I can check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,3,1
BM,I need to get the invoices from my last purchase,INVOICE,get_invoice,15,5
BI,how to check what hours I can contact customer service?,CONTACT,contact_customer_service,8,2
B,help regarding the registration,ACCOUNT,registration_problems,21,0
BL,I have to modify the data included on my user account,ACCOUNT,edit_account,14,0
B,help me registering,ACCOUNT,create_account,10,0
B,assistance with cancelling the order I have made,ORDER,cancel_order,0,7
BIP,could you help me contact customer service?,CONTACT,contact_customer_service,8,2
BIP,could you help me get a refund of money?,REFUND,get_refund,16,9
BK,checking status of order,ORDER,track_order,25,7
BEM,I do not know how to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee,3,1
BIM,what delivery options are available?,DELIVERY,delivery_options,12,3
BILQ,where can i list ur payment options,PAYMENT,check_payment_methods,5,8
BELQZ,i do not know how to make a customr claim,FEEDBACK,complaint,7,4
BEL,I do not know how to get in touch with customer support,CONTACT,contact_customer_service,8,2
B,assistance to check what hours customer service available is,CONTACT,contact_customer_service,8,2
BIM,where do I report registration issues?,ACCOUNT,registration_problems,21,0
BLP,I would like to file a customer claim against your company,FEEDBACK,complaint,7,4
B,I need help to add an item to an order,ORDER,change_order,1,7
B,question about canceling the last order I made,ORDER,cancel_order,0,7
B,help to change my shipping address,SHIPPING_ADDRESS,change_shipping_address,2,10
BP,I would like to know more about a password recovery,ACCOUNT,recover_password,20,0
B,help me to check the refund status,REFUND,track_refund,26,9
BCL,"I want to unsubscribe from your newsletter, I need help",NEWSLETTER,newsletter_subscription,17,6
BILQ,how to update the information on my profile,ACCOUNT,edit_account,14,0
BI,how to file a complaint against your business?,FEEDBACK,complaint,7,4
B,I need help with our registration,ACCOUNT,registration_problems,21,0
B,I want to leave a review for a service,FEEDBACK,review,22,4
BLMZ,I don't know how  to inform of sign-up errors,ACCOUNT,registration_problems,21,0
BIP,could you help me to get the invoice from March?,INVOICE,get_invoice,15,5
BL,I don't know how to switch to another user account,ACCOUNT,switch_account,24,0
BE,I do not know what I have to do to buy an item,ORDER,place_order,19,7
B,I want assistance to get my money back,REFUND,get_refund,16,9
B,I am calling to leave a review for a service,FEEDBACK,review,22,4
BIM,where can I get information about order cancellations?,ORDER,cancel_order,0,7
BIP,will you show me what hours I can contact customer service?,CONTACT,contact_customer_service,8,2
BI,where can I check the refund status?,REFUND,track_refund,26,9
B,I need assistance to change the last order,ORDER,change_order,1,7
BM,I have to add some items to an order,ORDER,change_order,1,7
BM,I don't know how to find the invoices from my last purchase,INVOICE,check_invoice,4,5
BL,assistance changing to a new user profile,ACCOUNT,switch_account,24,0
BIL,how can I find information about my access key recovery?,ACCOUNT,recover_password,20,0
BL,I am trying to speak with an agent,CONTACT,contact_human_agent,9,2
BIP,will you tell me what payment methods you accept?,PAYMENT,check_payment_methods,5,8
B,I don't know what to do to contact customer service,CONTACT,contact_customer_service,8,2
B,I have a question about cancelling an order,ORDER,cancel_order,0,7
BIP,could I change the order I made?,ORDER,change_order,1,7
BIM,what delivery options do you offer?,DELIVERY,delivery_options,12,3
BIP,will you show me the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee,3,1
